line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
3286,970,P45,4,5,9660.9
3287,970,P50,,4,12139.32
3288,970,P45,,3,5796.54
3289,971,P31,,4,70674.4
3290,972,P1,,2,8869.9
3292,972,P36,,5,18132.2
3293,972,P45,,1,1932.18
3294,972,INVALID_P,,3,13234.69
3295,972,P4,,3,2352.57
3296,972,P48,4,4,18479.72
3297,973,P12,,2,1555.66
3298,973,P30,,5,19330.65
3299,973,P9,,1,2959.31
3300,973,P48,5,1,4619.93
3301,973,P40,,4,2485.64
3302,973,P3,,4,3200.28
3303,973,P35,,4,14553.0
3305,974,P13,,2,5036.46
3306,974,P73,,1,3480.35
3307,974,P27,4,1,661.3
3308,974,P58,5,1,2880.05
3309,974,P5,,4,15001.8
3310,974,P61,,1,4098.51
3311,974,P62,3,3,14676.36
3312,974,P55,3,3,121596.0
3313,975,P45,1,2,3864.36
3314,975,P45,3,3,5796.54
3315,975,P71,,5,23258.4
3316,975,P11,,1,4986.9
3317,976,P69,,1,3072.31
3318,976,P15,4,1,4319.4
3319,977,P46,,3,2674.77
3320,977,P16,1,1,848.92
3322,977,P5,1,4,15001.8
3323,977,P5,5,5,18752.25
3324,977,P58,,2,5760.1
3325,977,P18,,5,17171.8
3326,978,P34,3,5,579.5
3327,978,P13,,5,12591.15
3328,979,P45,,1,1932.18
3329,980,P29,,5,18896.5
3330,980,P10,,3,5621.34
3331,980,P38,,5,19168.05
3332,981,P58,,4,11520.2
3333,981,P61,,3,12295.53
3335,982,P27,,5,3306.5
3336,982,P13,,4,10072.92
3337,982,P63,,1,2710.26
3338,983,P28,1,2,8870.92
3339,983,P48,,1,4619.93
3340,983,P7,3,1,3760.37
3341,983,P74,1,3,10780.35
3342,983,P68,,2,5371.2
3344,985,P75,,4,8220.24
3345,985,P79,,2,4624.56
3346,985,P67,3,5,4545.6
3347,986,P16,,4,3395.68
3348,986,P28,,5,22177.3
3349,987,P9,,5,14796.55
3350,987,P13,,4,10072.92
3351,987,P18,2,1,3434.36
3352,987,P52,,4,2592.6
3353,987,P4,,3,2352.57
3354,987,P77,1,4,7719.04
3355,987,P71,,4,18606.72
3356,987,P62,5,4,19568.48
3357,988,P52,,3,1944.45
3358,988,P75,5,1,2055.06
3360,989,P14,,2,7606.66
3361,989,P26,,1,3433.39
3362,989,P27,,5,3306.5
3363,989,P42,,5,21120.9
3364,990,P1,4,1,4434.95
3365,990,P62,4,4,19568.48
3367,990,P21,,3,9059.55
3368,991,P6,,5,13704.95
3369,992,P69,,3,9216.93
3370,993,P7,,3,11281.11
3371,993,P65,2,5,16663.9
3372,993,P6,,5,13704.95
3373,993,P75,1,4,8220.24
3374,993,P45,3,5,9660.9
3376,994,P14,2,2,7606.66
3377,995,P60,,2,7372.7
3378,995,P36,,1,3626.44
3379,995,P45,2,1,1932.18
3380,996,P19,,4,120896.0
3381,996,P56,,5,63666.0
3382,996,P24,,2,5621.62
3383,996,P26,,2,6866.78
3384,996,P35,,1,3638.25
3385,996,P11,,4,19947.6
3386,997,P26,,4,13733.56
3387,997,P74,,1,3593.45
3388,998,P25,,3,14153.73
3389,999,P5,,1,3750.45
3390,999,P30,4,4,15464.52
3391,1000,P35,,2,7276.5
3392,1000,P68,,3,8056.8
3393,1000,P74,,1,3593.45
3394,1000,P24,,1,2810.81
3395,1001,P49,,3,13801.86
3396,1001,P6,,4,10963.96
3397,1002,INVALID_P,5,4,5514.81
3398,1002,P42,2,4,16896.72
3399,1002,P28,,4,17741.84
3401,1003,P18,5,2,6868.72
3402,1003,P61,,4,16394.04
3403,1003,P65,,2,6665.56
3404,1003,P77,3,4,7719.04
3405,1004,P46,,1,891.59
3406,1004,P59,1,3,1457.73
3407,1005,P32,,5,7690.75
3408,1005,P40,,3,1864.23
3409,1005,P43,,5,12937.75
3410,1005,P8,,2,4398.66
3411,1005,P36,,3,10879.32
3412,1005,P7,1,5,18801.85
3413,1005,P7,4,2,7520.74
3414,1005,P45,2,4,7728.72
3415,1006,P25,,2,9435.82
3416,1006,P52,5,1,648.15
3417,1006,P57,,4,5121.08
3418,1006,P41,4,4,12655.88
3419,1007,P28,1,3,13306.38
3420,1007,P47,,4,19088.6
3421,1007,P74,,3,10780.35
3422,1008,P13,,4,10072.92
3423,1008,P69,5,3,9216.93
3424,1009,P61,,5,20492.55
3425,1009,P4,,1,784.19
3426,1009,P79,,5,11561.4
3427,1010,P10,4,1,1873.78
3428,1010,P5,,1,3750.45
3429,1010,P50,2,2,6069.66
3430,1011,INVALID_P,,2,8398.03
3431,1011,P30,,3,11598.39
3432,1011,P34,2,4,463.6
3434,1011,P6,2,3,8222.97
3435,1011,P76,5,1,3391.27
3436,1011,P26,2,1,3433.39
3437,1011,P56,5,4,5093.28
3438,1012,P74,,1,3593.45
3439,1013,P14,,3,11409.99
3440,1014,P75,1,2,4110.12
3441,1014,P21,5,1,3019.85
3442,1014,P40,3,4,2485.64
3443,1014,P70,,1,4825.38
3444,1015,P21,,5,15099.25
3445,1015,P72,2,1,3800.8
3446,1015,P32,,4,6152.6
3447,1015,P48,3,3,13859.79
3448,1016,P41,5,2,6327.94
3449,1016,P2,,4,12999.88
3450,1016,P76,,5,16956.35
3451,1017,P58,2,3,8640.15
3453,1018,P52,,3,1944.45
3454,1018,P34,,5,579.5
3455,1018,P30,,5,19330.65
3456,1019,P22,,4,9573.76
3457,1019,P6,,3,8222.97
3458,1019,P30,1,1,3866.13
3459,1019,P75,4,5,10275.3
3460,1020,P48,,5,23099.65
3461,1020,P52,,2,1296.3
3462,1020,INVALID_P,3,2,3388.48
3463,1020,P32,1,3,4614.45
3464,1021,P8,,5,10996.65
3465,1021,P13,,1,2518.23
3466,1021,P55,,2,8106.4
3467,1022,P55,,4,16212.8
3468,1022,P18,,2,6868.72
3469,1023,P40,1,4,2485.64
3470,1023,P33,,4,3499.88
3471,1023,P34,1,1,115.9
3472,1024,P43,5,5,12937.75
3473,1024,P3,,2,1600.14
3475,1024,P20,,2,3970.72
3476,1025,P2,,2,6499.94
3477,1025,P33,3,2,1749.94
3478,1025,P5,,1,3750.45
3479,1025,P13,,2,5036.46
3480,1026,P75,,4,8220.24
3481,1026,P77,,5,9648.8
3482,1026,P63,5,4,10841.04
3483,1027,P21,5,1,3019.85
3484,1027,P43,,5,12937.75
3485,1028,P75,,4,8220.24
3486,1028,P45,,4,7728.72
3487,1028,P48,3,3,13859.79
3488,1028,P77,,2,3859.52
3489,1029,P5,,4,15001.8
3490,1030,P35,,3,10914.75
3491,1030,P72,,4,15203.2
3492,1031,INVALID_P,,2,2916.87
3493,1032,INVALID_P,,4,18894.28
3494,1032,P40,3,5,3107.05
3495,1032,P38,,2,7667.22
3496,1033,P1,,2,8869.9
3497,1033,P29,,1,3779.3
3498,1033,P73,,5,17401.75
3499,1033,P28,4,1,4435.46
3500,1034,P72,2,2,7601.6
3501,1034,P66,3,4,18958.24
3502,1034,P49,1,3,13801.86
3503,1035,P20,3,3,5956.08
3504,1035,P10,3,3,5621.34
3505,1036,P1,1,4,17739.8
3507,1036,P40,2,2,1242.82
3508,1036,P38,5,1,3833.61
3509,1037,P43,2,3,7762.65
3510,1037,P14,,5,19016.65
3511,1037,P40,,1,621.41
3513,1038,P66,,1,4739.56
3514,1038,P21,,3,9059.55
3515,1038,P44,5,3,3223.98
3516,1039,P66,,2,9479.12
3517,1039,P52,,2,1296.3
3518,1039,P77,1,3,5789.28
3519,1039,P33,,1,874.97
3520,1040,P76,,3,10173.81
3521,1040,P13,2,4,10072.92
3522,1041,P77,5,5,9648.8
3523,1041,P14,,2,7606.66
3524,1042,P65,,1,3332.78
3525,1042,P19,3,4,12089.6
3526,1042,P21,,2,6039.7
3527,1043,P36,5,3,10879.32
3528,1044,P76,,3,10173.81
3529,1044,P18,,4,13737.44
3530,1045,P10,,4,7495.12
3532,1045,P21,,2,6039.7
3533,1045,P50,,4,12139.32
3534,1045,P32,5,4,6152.6
3535,1045,P7,,5,18801.85
3536,1046,P25,2,3,14153.73
3537,1046,P59,,3,1457.73
3538,1047,P77,,4,7719.04
3539,1047,P36,4,3,10879.32
3540,1047,P17,,2,1767.82
3541,1048,INVALID_P,4,2,9372.28
3542,1048,P78,,3,13524.33
3543,1048,P16,,2,1697.84
3544,1048,P52,,5,3240.75
3545,1049,P40,,2,1242.82
3546,1050,P18,,1,3434.36
3547,1050,P42,4,1,4224.18
3548,1050,P34,,2,231.8
3549,1051,P57,,5,6401.35
3550,1051,P46,,5,4457.95
3551,1051,P76,,4,13565.08
3552,1052,P5,,1,3750.45
3553,1052,P26,,3,10300.17
3554,1053,P61,,5,20492.55
3555,1054,P29,,2,7558.6
3556,1055,P48,,3,13859.79
3557,1055,P15,1,2,8638.8
3558,1056,P74,,1,3593.45
3559,1056,P35,5,4,14553.0
3562,1057,P63,,3,8130.78
3563,1057,P49,,2,9201.24
3564,1058,P65,,4,13331.12
3565,1058,P24,,3,8432.43
3566,1058,P74,5,5,17967.25
3568,1059,P4,,3,2352.57
3570,1060,P25,,4,18871.64
3571,1060,P57,3,4,5121.08
3572,1060,P54,,1,4928.07
3573,1061,P5,5,3,11251.35
3574,1061,P14,1,4,15213.32
3575,1061,P71,,3,13955.04
3576,1062,P61,,2,8197.02
3577,1063,P31,5,2,3533.72
3578,1063,P3,,4,3200.28
3579,1064,P12,,4,3111.32
3580,1064,P30,5,1,3866.13
3581,1064,P7,,2,7520.74
3582,1065,P69,,4,12289.24
3583,1065,P78,,4,18032.44
3584,1065,P56,,2,2546.64
3585,1066,P52,,1,648.15
3586,1066,P78,,1,4508.11
3587,1067,P25,3,5,23589.55
3588,1067,P74,3,1,3593.45
3589,1068,P56,,2,2546.64
3590,1068,P28,5,3,13306.38
3591,1068,P41,,1,3163.97
3593,1069,P77,5,2,3859.52
3595,1070,P47,,2,9544.3
3596,1070,P63,,4,10841.04
3597,1071,P8,,2,4398.66
3598,1071,P12,,5,3889.15
3599,1071,P10,,1,1873.78
3600,1072,P42,,4,16896.72
3601,1072,P78,,5,22540.55
3602,1072,P57,1,3,3840.81
3603,1073,P54,,3,14784.21
3604,1073,P41,5,2,6327.94
3605,1073,P54,,5,24640.35
3606,1073,P8,,4,8797.32
3607,1074,P14,1,1,3803.33
3608,1074,P67,,1,909.12
3609,1074,P55,4,4,16212.8
3610,1075,P38,4,2,7667.22
3611,1075,P68,,3,8056.8
3612,1075,P43,,1,2587.55
3613,1076,P46,,5,4457.95
3614,1076,P76,4,2,6782.54
3615,1076,P67,2,3,2727.36
3616,1076,P26,,3,10300.17
3617,1076,P76,2,2,6782.54
3619,1076,P61,,2,8197.02
3621,1077,P54,,2,9856.14
3622,1077,P43,,2,5175.1
3623,1077,P38,,4,15334.44
3624,1078,P68,,2,53712.0
3625,1078,P27,1,5,3306.5
3626,1078,P47,,5,23860.75
3627,1078,P49,,4,18402.48
3628,1078,P57,,2,2560.54
3629,1078,P68,,5,13428.0
3630,1078,P34,,2,231.8
3631,1079,P49,,5,23003.1
3632,1079,P67,,4,3636.48
3633,1079,P33,,1,874.97
3635,1080,P25,,5,23589.55
3637,1081,P33,3,2,1749.94
3638,1082,P12,1,2,1555.66
3639,1082,P1,1,5,22174.75
3640,1083,P1,5,2,8869.9
3641,1083,P2,,1,3249.97
3642,1083,P11,2,4,19947.6
3643,1083,P40,,5,3107.05
3644,1083,P15,5,3,12958.2
3645,1083,P40,2,1,621.41
3646,1083,P11,,1,4986.9
3647,1084,P12,5,2,1555.66
3648,1085,P57,,4,5121.08
3649,1085,P25,2,1,4717.91
3650,1085,P54,,4,19712.28
3651,1086,P74,3,1,3593.45
3652,1086,INVALID_P,4,4,3753.88
3653,1086,P44,2,2,2149.32
3654,1086,P66,,3,14218.68
3655,1086,P1,,5,22174.75
3656,1086,P20,,2,3970.72
3657,1086,P3,,5,4000.35
3658,1086,P42,,1,4224.18
3659,1087,P67,3,1,909.12
3660,1087,P16,4,1,848.92
3663,1088,P73,,4,13921.4
3664,1088,P21,,1,3019.85
3665,1088,P7,1,2,7520.74
3666,1089,P52,3,4,2592.6
3667,1089,P3,,1,800.07
3668,1089,P24,2,4,11243.24
3669,1089,P72,5,1,3800.8
3670,1089,P57,5,4,5121.08
3671,1089,P76,,2,6782.54
3672,1090,P25,,2,9435.82
3673,1090,P26,,1,3433.39
3674,1090,P70,4,5,24126.9
3675,1090,P63,2,2,5420.52
3676,1090,P71,,5,23258.4
3677,1090,P43,,2,5175.1
3678,1090,P8,3,1,2199.33
3679,1091,P54,,2,9856.14
3680,1091,P25,1,3,14153.73
3681,1092,P58,,3,8640.15
3682,1093,P76,5,3,10173.81
3683,1093,P55,4,3,12159.6
3684,1093,P67,,5,4545.6
3685,1094,P1,,1,4434.95
3686,1095,P7,2,3,11281.11
3687,1095,P4,,5,3920.95
3688,1095,P61,2,5,20492.55
3689,1095,INVALID_P,1,3,6484.56
3690,1095,P70,2,4,19301.52
3691,1095,P9,3,5,14796.55
3692,1095,P6,2,3,82229.7
3693,1095,P14,,2,7606.66
3694,1096,P66,,2,9479.12
3695,1096,P34,,5,579.5
3696,1096,P49,,5,23003.1
3697,1096,P5,3,1,3750.45
3698,1097,P52,5,5,3240.75
3699,1097,P77,,3,5789.28
3700,1097,P63,4,5,13551.3
3701,1097,P74,3,5,17967.25
3702,1098,P26,,2,6866.78
3703,1099,P55,,1,4053.2
3704,1099,P51,1,1,2494.17
3705,1099,P27,,2,1322.6
3707,1099,P46,3,5,4457.95
3708,1099,P61,,4,16394.04
3709,1099,P54,,3,14784.21
3710,1099,P72,3,3,11402.4
3711,1100,P59,,3,1457.73
3712,1100,P23,,5,6659.65
3713,1100,P27,,5,3306.5
3714,1101,P1,,1,4434.95
3715,1101,P37,5,2,9724.5
3716,1101,P75,,2,4110.12
3717,1102,P62,4,3,14676.36
3718,1102,P62,,5,24460.6
3719,1102,P45,,5,9660.9
3722,1104,P38,,4,15334.44
3723,1105,P29,,3,11337.9
3724,1105,P30,1,3,11598.39
3725,1105,P60,5,2,7372.7
3726,1105,P18,3,2,6868.72
3727,1105,P9,,3,8877.93
3728,1106,P25,5,3,14153.73
3729,1106,P33,2,1,874.97
3730,1106,P33,,2,1749.94
3732,1107,P25,,2,9435.82
3733,1107,P24,,5,14054.05
3734,1108,P67,3,3,2727.36
3735,1108,P43,3,2,5175.1
3736,1108,P14,,5,19016.65
3737,1108,P6,1,5,13704.95
3738,1108,P78,,3,13524.33
3739,1108,P55,2,4,16212.8
3740,1108,P4,,1,784.19
3741,1109,INVALID_P,,2,4975.81
3742,1109,P50,2,3,9104.49
3743,1110,P62,,3,14676.36
3745,1110,P55,,4,16212.8
3746,1110,P5,1,5,18752.25
3747,1111,P47,1,4,19088.6
3748,1111,P52,,4,2592.6
3749,1112,P68,,3,8056.8
3750,1112,P26,1,1,3433.39
3751,1112,P34,,4,463.6
3752,1112,P11,3,4,19947.6
3753,1113,P12,,5,3889.15
3754,1113,P68,,3,8056.8
3755,1113,P12,,1,777.83
3756,1114,P24,,1,2810.81
3757,1114,P33,,4,3499.88
3758,1114,P57,,3,3840.81
3759,1114,P35,,3,10914.75
3761,1114,P43,3,5,12937.75
3762,1114,P77,,1,1929.76
3763,1115,P36,,2,7252.88
3764,1115,P69,,2,6144.62
3765,1115,P12,5,2,1555.66
3766,1115,P1,1,2,8869.9
3767,1115,P20,,3,5956.08
3768,1115,P40,,1,621.41
3769,1116,P54,,3,14784.21
3770,1117,P10,,3,5621.34
3771,1117,P22,,4,9573.76
3772,1118,P73,,1,3480.35
3773,1118,P29,,2,7558.6
3775,1119,P77,2,3,5789.28
3776,1120,P15,4,5,21597.0
3777,1120,P47,4,2,9544.3
3778,1120,P28,,1,4435.46
3779,1120,P68,,1,2685.6
3780,1120,P59,4,4,1943.64
3781,1120,P41,,5,15819.85
3782,1121,P25,4,5,23589.55
3783,1121,P22,,1,23934.4
3784,1121,P35,,4,14553.0
3785,1121,P7,2,3,11281.11
3786,1122,P26,,4,13733.56
3787,1122,P27,,1,661.3
3789,1122,P62,,5,24460.6
3790,1122,P27,5,4,2645.2
3791,1122,P5,,5,18752.25
3792,1123,P10,1,5,9368.9
3793,1123,P50,,1,3034.83
3794,1123,P11,,5,24934.5
3795,1124,P60,,4,14745.4
3796,1124,P68,,5,13428.0
3797,1124,P40,,1,621.41
3798,1124,P58,,3,8640.15
3799,1125,P58,1,1,2880.05
3800,1125,P46,1,3,2674.77
3801,1125,P61,,5,20492.55
3802,1125,P6,,5,13704.95
3803,1125,P14,,1,3803.33
3804,1125,P41,,4,12655.88
3805,1125,P4,,2,1568.38
3806,1126,P58,,1,2880.05
3807,1126,P47,2,1,4772.15
3808,1126,P27,3,3,1983.9
3809,1126,P55,,5,20266.0
3810,1126,P14,,1,3803.33
3811,1127,P8,,4,8797.32
3812,1128,P20,3,2,3970.72
3813,1128,P45,,4,7728.72
3814,1128,P42,1,5,21120.9
3816,1129,P19,,4,12089.6
3817,1130,P33,,4,3499.88
3818,1130,P4,,2,1568.38
3819,1130,P24,,4,11243.24
3820,1130,P20,,2,3970.72
3821,1131,P72,3,3,11402.4
3822,1131,P68,,5,13428.0
3824,1131,P56,4,4,5093.28
3825,1132,P38,5,2,7667.22
3826,1132,P48,,4,18479.72
3827,1132,P36,,1,3626.44
3828,1132,P50,,2,6069.66
3829,1132,P38,4,4,15334.44
3830,1132,P1,,5,22174.75
3831,1132,P20,,5,9926.8
3832,1133,P56,,2,2546.64
3833,1134,P14,1,5,19016.65
3834,1134,P43,5,4,10350.2
3835,1134,P13,4,1,2518.23
3836,1134,P8,,2,4398.66
3837,1135,P54,,2,9856.14
3838,1135,P70,2,5,24126.9
3840,1135,P74,1,2,7186.9
3841,1135,P2,1,4,12999.88
3842,1135,P4,2,4,3136.76
3843,1135,P16,3,4,3395.68
3844,1136,P75,,2,4110.12
3845,1136,P10,,3,5621.34
3846,1136,P18,2,1,3434.36
3847,1136,P56,2,2,2546.64
3848,1136,P18,,3,10303.08
3849,1137,P60,3,4,14745.4
3850,1137,P71,,2,9303.36
3851,1138,P4,,5,3920.95
3852,1138,P17,1,5,4419.55
3853,1139,P16,5,5,4244.6
3854,1140,P61,3,1,4098.51
3855,1141,P63,,2,5420.52
3856,1141,P57,4,2,2560.54
3857,1141,P14,,1,3803.33
3858,1141,P76,,2,6782.54
3859,1141,P27,1,1,661.3
3860,1142,P56,1,4,5093.28
3861,1142,P36,,4,14505.76
3862,1143,P66,,2,9479.12
3863,1143,P31,5,5,8834.3
3864,1143,P45,,2,3864.36
3865,1143,P4,,1,784.19
3866,1143,P43,,3,7762.65
3867,1143,P26,,5,17166.95
3868,1143,P27,,3,1983.9
3869,1144,P47,,4,19088.6
3870,1144,P20,,5,9926.8
3871,1144,P47,,4,19088.6
3872,1144,P21,,1,3019.85
3873,1144,P24,4,4,11243.24
3874,1144,P56,,2,2546.64
3875,1144,P68,4,4,10742.4
3876,1144,P71,,1,4651.68
3877,1145,P22,,3,7180.32
3878,1145,P62,,3,14676.36
3879,1145,P46,4,2,1783.18
3880,1146,P13,,4,10072.92
3881,1147,P20,,2,3970.72
3882,1147,P20,,4,7941.44
3883,1147,P23,4,5,6659.65
3884,1147,P35,,3,10914.75
3885,1148,P53,,3,5635.83
3886,1148,P72,3,2,7601.6
3887,1149,P64,1,4,2864.92
3888,1149,P22,1,1,2393.44
3889,1149,P13,,2,5036.46
3890,1149,P61,,1,4098.51
3891,1150,P38,,2,7667.22
3892,1150,P42,,2,8448.36
3893,1150,P28,2,2,8870.92
3894,1150,P51,,2,4988.34
3895,1151,P6,3,2,5481.98
3896,1151,P16,,4,3395.68
3897,1152,INVALID_P,1,3,3744.38
3898,1152,P53,,5,9393.05
3899,1152,P38,,1,3833.61
3900,1152,P45,4,1,1932.18
3901,1152,P72,,4,15203.2
3903,1153,P35,,3,10914.75
3904,1153,P75,4,5,10275.3
3905,1153,P36,3,2,7252.88
3906,1153,P7,,4,15041.48
3907,1154,P11,,4,19947.6
3908,1154,P69,,1,3072.31
3909,1154,P21,2,4,12079.4
3911,1155,P66,,1,4739.56
3912,1156,P39,,5,12938.2
3913,1156,P18,1,4,13737.44
3914,1156,P3,5,3,2400.21
3916,1157,P77,,5,9648.8
3917,1157,P33,,1,874.97
3918,1157,P56,,1,1273.32
3919,1157,P56,3,4,5093.28
3920,1157,P34,5,4,463.6
3921,1157,P34,,5,579.5
3923,1157,P52,4,4,2592.6
3924,1158,P39,1,2,5175.28
3925,1158,P46,,1,891.59
3926,1158,P25,,2,9435.82
3927,1159,P11,3,4,19947.6
3928,1159,P30,5,5,19330.65
3929,1159,P15,3,3,12958.2
3930,1159,P61,2,5,20492.55
3931,1159,P60,,4,14745.4
3932,1160,P35,5,1,3638.25
3933,1160,P74,,3,10780.35
3934,1161,P40,,4,2485.64
3935,1162,P32,2,2,3076.3
3936,1162,P4,,2,1568.38
3937,1162,P71,,4,18606.72
3939,1164,P80,,3,3944.22
3940,1164,P30,3,2,7732.26
3941,1164,P64,3,4,2864.92
3942,1164,P8,,5,10996.65
3943,1165,P49,1,5,23003.1
3944,1165,P37,,4,19449.0
3945,1165,P46,4,5,4457.95
3946,1165,P22,,5,11967.2
3947,1165,P43,,3,7762.65
3948,1165,P27,,4,2645.2
3949,1165,P67,,5,4545.6
3950,1166,P9,3,1,2959.31
3951,1166,P7,,1,3760.37
3952,1167,P73,,5,17401.75
3953,1167,P69,,2,6144.62
3954,1167,P3,,1,800.07
3955,1168,P67,,1,909.12
3957,1168,P35,,2,7276.5
3958,1169,P26,,1,3433.39
3959,1169,P47,2,1,4772.15
3960,1169,P56,,4,5093.28
3963,1170,P38,,1,3833.61
3964,1170,P36,,4,14505.76
3965,1171,P22,,3,7180.32
3966,1172,P10,2,3,5621.34
3967,1172,P1,,4,17739.8
3968,1172,P75,4,2,4110.12
3969,1172,P10,,2,3747.56
3970,1172,P52,,2,1296.3
3971,1172,P36,,3,10879.32
3972,1172,P60,4,3,11059.05
3973,1173,P5,,4,15001.8
3974,1174,P47,,2,9544.3
3975,1174,P32,,5,7690.75
3976,1175,P5,,3,11251.35
3977,1175,P16,,5,4244.6
3978,1175,P63,,2,54205.2
3979,1175,P18,3,1,3434.36
3980,1176,P44,,1,1074.66
3981,1177,P71,,3,13955.04
3982,1177,P10,,5,9368.9
3983,1177,P1,2,2,8869.9
3984,1178,P18,,3,10303.08
3985,1178,P62,,3,14676.36
3986,1178,P58,,2,5760.1
3987,1178,P63,,3,8130.78
3988,1178,P49,,3,13801.86
3989,1178,INVALID_P,,1,107.39
3990,1179,P50,,2,6069.66
3991,1179,P36,4,3,10879.32
3992,1179,P50,,4,12139.32
3993,1179,P75,,4,8220.24
3994,1180,P7,1,3,11281.11
3996,1180,P6,,3,8222.97
3997,1181,P12,3,4,3111.32
3998,1182,P47,,4,19088.6
3999,1182,P34,,5,579.5
4000,1182,P47,,4,19088.6
4001,1183,P10,,5,9368.9
4002,1183,P61,2,5,20492.55
4003,1183,P6,1,1,2740.99
4004,1183,P49,,3,13801.86
4005,1184,P25,,5,23589.55
4007,1185,INVALID_P,,5,12507.13
4008,1185,P65,4,5,16663.9
4009,1185,P72,,4,15203.2
4010,1186,P2,,1,3249.97
4011,1186,P14,,5,19016.65
4013,1187,P42,,1,4224.18
4014,1188,P41,,5,15819.85
4015,1188,P5,,5,18752.25
4016,1188,P71,,1,4651.68
4017,1188,P62,,2,9784.24
4018,1188,P4,,3,2352.57
4019,1189,P4,5,2,1568.38
4020,1189,P72,1,2,7601.6
4021,1190,P62,,3,14676.36
4022,1190,P55,,5,20266.0
4024,1190,P46,1,4,3566.36
4025,1190,P41,1,4,12655.88
4026,1190,P63,,5,13551.3
4027,1190,P43,3,5,12937.75
4029,1192,P12,3,3,2333.49
4030,1192,P26,,4,13733.56
4032,1192,P67,,5,4545.6
4033,1192,P22,,3,7180.32
4034,1192,P6,,2,5481.98
4035,1192,P16,1,3,2546.76
4036,1192,P22,,2,4786.88
4038,1193,P71,,1,4651.68
4039,1193,P54,5,4,19712.28
4040,1193,P57,1,1,1280.27
4041,1193,P65,,1,3332.78
4042,1193,P3,2,2,1600.14
4043,1193,P52,,1,648.15
4044,1193,P48,,4,18479.72
4045,1194,P75,,3,6165.18
4046,1194,P79,3,4,9249.12
4048,1195,P34,5,1,115.9
4049,1196,P78,,5,22540.55
4050,1196,P5,2,3,11251.35
4051,1196,P25,2,4,18871.64
4052,1197,P41,3,1,3163.97
4053,1197,P52,,3,1944.45
4054,1197,P12,1,2,1555.66
4055,1198,P46,,4,3566.36
4056,1198,P68,2,2,5371.2
4057,1198,P5,2,2,7500.9
4058,1198,P61,4,2,8197.02
4059,1199,P29,,4,15117.2
4060,1200,P61,,3,12295.53
4061,1200,P52,,4,2592.6
4062,1200,P43,,2,5175.1
4063,1201,P3,,3,2400.21
4064,1201,P34,,1,115.9
4065,1201,P3,4,1,800.07
4066,1201,P20,,1,1985.36
4067,1202,P31,1,5,8834.3
4069,1202,P31,2,4,7067.44
4070,1203,P44,,1,1074.66
4071,1203,P13,3,2,5036.46
4074,1204,P33,,1,874.97
4075,1204,P57,1,1,1280.27
4076,1205,P62,,1,4892.12
4077,1205,P47,,4,19088.6
4078,1205,P33,5,4,3499.88
4079,1205,P27,,2,1322.6
4080,1205,P20,,1,1985.36
4081,1205,P38,5,4,15334.44
4082,1206,P74,5,2,7186.9
4083,1206,P31,1,4,7067.44
4084,1206,P47,,5,23860.75
4085,1206,P57,,1,1280.27
4086,1207,P18,,2,6868.72
4087,1208,P18,,3,10303.08
4088,1208,P50,,1,3034.83
4089,1208,P49,1,4,18402.48
4090,1208,P20,,2,3970.72
4091,1208,P75,1,3,6165.18
4093,1208,P58,5,2,5760.1
4094,1208,P61,,4,16394.04
4095,1209,P38,2,3,11500.83
4096,1210,P6,,4,10963.96
4097,1211,P41,,5,15819.85
4098,1211,P77,1,1,1929.76
4100,1211,P32,,3,4614.45
4101,1211,P7,,4,15041.48
4102,1211,P53,,4,7514.44
4103,1212,P52,,1,648.15
4104,1213,P4,,2,1568.38
4105,1214,P8,4,4,8797.32
4106,1214,P27,,3,1983.9
4107,1215,P19,,3,9067.2
4108,1215,P38,,3,11500.83
4109,1215,P2,3,2,6499.94
4110,1215,P31,4,3,5300.58
4111,1216,P47,1,1,4772.15
4112,1216,P28,3,4,17741.84
4113,1216,INVALID_P,,1,2532.2
4114,1216,P69,,4,12289.24
4115,1216,INVALID_P,,5,3108.7
4116,1217,P48,4,5,23099.65
4117,1217,P46,,2,1783.18
4119,1218,P3,,5,4000.35
4120,1218,P5,3,5,18752.25
4121,1218,P28,,4,17741.84
4124,1219,P45,,2,3864.36
4125,1219,P50,,3,9104.49
4126,1219,P15,2,1,4319.4
4127,1219,P32,3,4,6152.6
4128,1219,P21,4,2,6039.7
4129,1219,P44,2,3,3223.98
4131,1220,P43,1,5,12937.75
4132,1221,P78,5,2,9016.22
4133,1221,P10,,2,3747.56
4134,1221,P17,,5,4419.55
4136,1222,P14,,2,7606.66
4137,1223,P25,,2,9435.82
4138,1223,P66,,2,9479.12
4139,1223,P68,,2,5371.2
4140,1224,P39,,3,7762.92
4141,1224,P18,,4,13737.44
4142,1224,P13,3,1,2518.23
4143,1224,P27,,3,1983.9
4144,1225,P34,5,5,579.5
4145,1225,P73,5,2,6960.7
4147,1226,P20,,4,7941.44
4148,1226,P54,,2,9856.14
4149,1226,P56,2,1,1273.32
4151,1227,P55,,1,4053.2
4152,1227,P46,3,5,4457.95
4153,1227,P27,3,2,1322.6
4154,1228,P15,1,4,17277.6
4155,1229,P74,5,1,3593.45
4156,1229,P74,3,4,14373.8
4157,1229,P57,2,5,6401.35
4159,1229,P42,,4,168967.2
4160,1230,P4,1,1,784.19
